,NT.1,NT.2,HNRNPA2B1.1,HNRNPA2B1.2,CD99.1,CD99.2,B4GALNT1.1,B4GALNT1.2
PLAAT4,0.132407,0,0,0,0,0,0,0
PLAAT5,0,0,0,0,0,0,0,0
PLAC1,10.6561,7.99511,10.582,7.2748,9.34331,8.49068,7.56651,8.56291
PLAC4,0.00786036,0,0.0184681,0.0081693,0,0,0,0
PLAC8,1.49683,2.11882,2.30961,1.61286,1.87846,1.81567,2.01558,1.86243
PLAC8L1,0.407689,0.221173,0.23037,0.200365,0.21129,0.0835694,0.28631,0.267671
PLAC9,0,0,0,0,0,0,0,0
PLAC9P1,0,0,0,0,0,0,0,0
PLAG1,2.72262,3.03097,3.06504,2.52464,3.24833,2.72312,3.52227,4.03711
PLAGL1,22.2344,27.7774,23.0724,25.2755,28.9052,22.0391,35.1358,32.4886
PLAGL2,14.9143,16.6093,16.9709,16.7531,17.0208,16.6107,18.9209,18.7869
plasmid:DsRed,0,0,0,0,0,0,0,0
plasmid:EGFP,37980.6,43403.3,29356.3,25904.3,37916.6,42071.1,38825.6,35795.8
plasmid:g11,0,0,0,0,0,0,0,0
plasmid:g3,0,0,0,0,0,0,0,0
plasmid:gRNA_B4GALNT1,0,0,0,0,0,0,851.63,709.179
plasmid:gRNA_CD99,0,0,0,0,305.398,437.255,0,0
plasmid:gRNA_Control,298.555,644.282,0,0,0,0,0,0
plasmid:gRNA_HNRNPA2B1,0,0,90.2334,84.8813,0,0,0,0
plasmid:RfxCas13d,26222.7,29986.1,20710.1,20626.5,27136.4,28908.6,27031.4,26765
plasmid:TagBFP,0,0,0.0974049,0,0.348916,0,0,0
PLAT,25.2027,20.0822,24.3259,21.9041,23.7511,21.9128,25.1922,25.394
PLAU,1.02584,1.19062,0.670854,1.04374,1.10547,0.964455,1.24218,2.95072
PLAUR,6.52751,6.97299,6.21277,5.87141,6.86022,5.99966,7.41255,7.25685
PLB1,0.0099956,0.025985,0.023503,0,0.013697,0.128294,0.0322463,0
PLBD1,0,0,0,0,0,0,0.0696686,0
PLBD1-AS1,0.118934,0.0215334,0,0,0,0,0,0
PLBD2,14.1052,14.5313,16.0737,14.1934,12.9167,14.7167,16.0702,15.4638
PLCB1,3.5763,3.97609,8.78415,4.15228,4.84396,3.12982,5.45712,4.61136
PLCB1-IT1,0,0,0,0,0,0,0,0
PLCB2,0.852664,0.914794,1.5154,1.01564,1.78542,1.02095,1.63743,1.48133
PLCB3,9.23299,11.3954,8.58456,8.8997,12.0019,9.30002,12.2824,11.0573
PLCB4,2.3462,2.43345,2.38803,2.37461,2.07503,2.67228,3.08075,3.43857
PLCD1,2.42316,4.10586,1.84195,2.54134,2.34077,3.64531,3.05819,3.08395
PLCD3,32.035,38.2368,36.7698,35.5436,34.9862,32.3572,39.4834,35.8937
PLCD4,0.0214137,0.0336439,0.16334,0.0941967,0.121983,0.0116684,0.113657,0.0305523
PLCE1,3.35813,3.58092,2.62063,3.99831,3.58856,2.9799,3.73753,3.73688
PLCE1-AS1,0,0,0,0,0,0,0,0
PLCE1-AS2,0,0,0,0,0,0,0,0
PLCG1,33.828,31.2458,32.8674,34.0356,30.0019,28.8077,48.3164,38.2874
PLCG1-AS1,0.238523,0.110831,0.0800816,0.211466,0.130897,0.151829,0.098574,0.223071
PLCG2,5.43664,6.27764,5.09698,6.45265,5.67032,8.88655,5.98358,5.2259
PLCH1,2.98869,3.12827,3.28975,2.83576,3.60559,3.27451,3.74613,3.97213
PLCH1-AS1,0,0,0,0,0,0,0,0
PLCH2,0,0.0533147,0.0231543,0.0122604,0.0294907,0,0.019968,0
PLCL1,0.526901,0.436647,0.258325,0.273756,0.34891,0.45192,0.625301,0.555278
PLCL2,5.56593,6.03964,5.68711,5.52011,6.18871,6.04416,6.96117,7.30556
PLCL2-AS1,0,1.42428,0.380565,0,0,0,0,0.576303
PLCXD1,43.7042,44.1544,59.7326,51.4574,44.7877,48.9647,58.2117,54.2504
PLCXD2,1.00118,1.14696,0.955602,0.918221,1.22557,0.942555,1.1455,1.71147
PLCXD2-AS1,0,0,0,0,0.143512,0,0,0
PLCXD3,0,0,0,0,0,0,0,0
PLCZ1,0,0,0,0,0,0,0,0
PLD1,4.00585,3.62681,5.87655,4.30372,6.21019,5.3766,5.84712,6.57009
PLD2,8.29474,6.44059,7.82731,6.16073,6.61613,6.07553,7.78081,9.26151
PLD3,111.869,120.548,117.208,107.543,115.313,106.381,113.832,119.743
PLD4,0,0,0,0,0,0.0240658,0.021405,0
PLD5,0.273295,0.0931348,0,0.142477,0,0.0762011,0.0169447,0.0665339
PLD5P1,0.180809,0.0954338,0.0640606,0.105414,0.0770204,0.0297429,0.216509,0.0813674
PLD6,8.09153,8.34273,7.60219,8.1362,8.30703,8.8209,9.63213,9.79276
PLEC,6.16461,6.70763,6.44425,6.59248,6.72444,7.12937,7.48604,6.9888
PLEK,0.277673,0.0744596,0.0193837,0,0.053511,0.0376451,0.0502266,0.0657378
PLEK2,0,0,0,0,0,0,0,0
PLEKHA1,17.5638,19.1008,19.8801,19.5993,23.8144,19.5453,24.9483,23.4844
PLEKHA2,2.99182,2.53573,3.10587,2.49746,3.27019,2.25244,2.96743,2.12846
PLEKHA3,7.17252,7.79045,7.6726,5.99046,9.94332,8.03825,9.52288,10.6354
PLEKHA3P1,0,0,0,0.0618613,0.127537,0,0,0
PLEKHA4,2.5638,2.24816,1.55647,1.91274,3.1532,2.80634,3.21796,2.50766
PLEKHA5,8.0282,8.13677,7.03806,8.36306,8.62921,8.17807,11.6863,9.86635
PLEKHA6,0.77573,1.80408,1.06444,0.215753,0.906739,0.799553,0.869821,0.586219
PLEKHA7,6.92572,6.59073,6.91897,6.92914,8.42746,6.16697,7.70129,8.34166
PLEKHA8,7.629,8.14432,7.30608,9.7651,8.25951,8.62093,9.64987,9.06921
PLEKHA8P1,2.28757,2.52774,1.95958,2.77611,2.98497,2.68734,3.64295,3.05385
PLEKHB1,8.8912,9.31668,8.74729,8.6577,10.7602,10.3342,10.9462,11.1589
PLEKHB2,23.5916,23.3642,22.849,24.1288,25.9619,24.3551,26.2707,25.4545
PLEKHD1,0.0397788,0.0896228,0,0.0468569,0.0904654,0.0413286,0.0368988,0.0541331
PLEKHF1,3.17542,4.06751,4.11731,4.11641,3.55335,3.624,3.77574,3.88933
PLEKHF2,5.6394,6.04048,5.78516,5.63487,5.5001,5.49422,7.37302,6.8144
PLEKHG1,1.43485,1.89276,1.42639,2.03799,1.54394,1.64152,1.73027,1.55904
PLEKHG2,11.8996,17.4794,13.5679,17.8014,17.0493,16.8914,16.2726,19.9903
PLEKHG3,7.23419,8.34912,6.5593,6.49736,6.51942,9.8627,8.56236,6.54171
PLEKHG4,10.3421,9.5109,6.79828,8.07849,7.55145,7.98148,11.2397,9.50813
PLEKHG4B,0.130716,0.261162,0.0850408,0.0748465,0.199401,0.327249,0.145514,0.250305
PLEKHG5,3.41529,6.1681,3.39101,5.05919,3.43849,6.19653,6.84477,6.89273
PLEKHG6,0.0682917,0.0928745,0.122642,0.106492,0.0373855,0,0.0690545,0.0678678
PLEKHG7,0,0,0,0,0,0,0,0
PLEKHH1,7.35224,8.62738,8.21599,9.48607,10.2818,6.32252,9.34301,9.89745
PLEKHH2,1.32823,1.70028,0.873836,1.92075,1.29026,1.13575,1.67,2.40567
PLEKHH3,19.9596,21.1872,20.547,15.5731,22.6317,22.1009,25.5047,22.9601
PLEKHJ1,43.6529,45.9798,46.748,42.1502,40.3218,42.2589,41.543,42.3732
PLEKHM1,5.01101,6.85466,4.80782,5.6393,7.02544,4.80004,5.66328,5.9072
PLEKHM1P1,2.03052,1.58364,0.898905,1.33571,1.71507,1.78219,1.81041,1.852
PLEKHM2,20.6025,22.6328,17.9408,19.5774,19.2092,21.0583,25.1865,22.1626
PLEKHM3,2.71246,3.09832,2.01683,2.35601,2.82448,2.51346,3.08743,3.42978
PLEKHN1,0.197637,0.199741,0.179772,0.255848,0.43697,0.135828,0.336505,0.498743
PLEKHO1,19.6998,18.8057,21.838,18.04,21.7588,17.8654,18.5818,20.0838
PLEKHO2,1.98586,1.6231,1.62353,1.59217,1.88677,1.99769,1.93098,2.01374
PLEKHS1,0.107906,0.0653003,0,0.0111095,0.0429622,0.0856415,0.106822,0.0755908
PLET1,0,0,0,0,0,0,0,0
PLG,0,0.134139,0.0852528,0.145782,0,0,0,0.0724319
PLGLA,0,0,0.19443,0,0.174129,0,0,0
PLGLB1,0.301279,0.691027,0.947182,0.862444,1.03991,0.213233,0.614319,0.39725
PLGLB2,0.281095,0,0.0969715,0.133936,0,0.0342628,0.219949,0.122856
PLGRKT,10.4228,11.2538,15.9263,15.127,14.242,12.2114,15.1217,11.4384
PLIN1,0.156206,0.373924,0.110299,0.161371,0.262183,0.142867,0.111193,0.214964
PLIN2,19.1854,17.0889,19.7475,17.527,16.7756,18.039,18.3062,19.737
PLIN3,30.1403,32.787,26.8005,22.3109,29.6795,29.7455,27.6524,28.2215
PLIN4,0.0741413,0.115642,0.0475172,0.056025,0.0439024,0.0849877,0.13746,0.0741636
PLIN5,0.387581,0.352955,0.243266,0.173292,0.29934,0.144134,0.560195,0.184923
PLK1,133.158,136.01,114.572,114.054,140.553,148.369,148.052,143.282
PLK2,3.38309,4.13422,2.61962,3.19912,3.1611,2.57173,4.10182,3.86486
PLK3,4.2889,3.76142,1.49236,2.36643,2.27933,1.88486,4.31548,2.25649
PLK4,24.4068,26.3163,21.6282,26.3734,25.6772,23.4586,30.8138,32.7597
PLK5,0.55028,0.450833,0.358857,0.463071,0.437444,0.732405,0.619026,0.450208
PLLP,3.99578,4.23675,4.25568,4.85125,6.02522,5.39441,4.34192,4.24655
PLN,0,0,0.0177994,0.0157177,0,0,0,0
PLOD1,42.3991,45.4674,44.349,43.3628,44.3172,42.8594,46.7259,47.8893
PLOD2,38.7843,46.695,44.8719,46.1878,50.5504,42.7363,48.5633,52.774
PLOD3,33.7115,32.8574,32.5455,31.7394,32.2189,33.2663,36.5783,34.0125
PLP1,0.187032,0.0141447,0,0,0,0,0.015908,0
PLP2,1.10433,1.35303,1.11118,1.17127,0.989942,0.886292,0.9272,0.912005
PLPBP,22.2783,28.1099,22.37,24.0545,23.4286,22.6318,27.9242,22.3888
PLPP1,6.82182,7.93896,6.99811,8.51503,8.23797,7.30142,9.0296,9.06951
PLPP2,0.162114,0.193725,0.300901,0.141592,0.213531,0,0,0.19184
PLPP3,8.61658,9.78107,9.03655,8.50035,8.40403,9.83946,9.11783,8.68352
PLPP4,1.17035,0.891574,0.790627,0.693658,0.826303,0.957824,0.896569,1.2345
PLPP5,6.07345,5.91926,5.38466,4.37101,5.13067,4.13285,5.99426,5.70448
PLPP6,4.14966,4.44151,5.92456,5.75471,4.59506,4.76211,4.98058,3.80734
PLPP7,1.36595,1.3346,1.44914,1.44994,1.91714,1.55667,1.73635,1.25554
PLPPR1,0.0747172,0.0179788,0,0.151186,0.0200245,0,0.0201814,0
PLPPR2,15.076,17.2658,16.0968,14.3689,14.6209,15.5755,15.6818,15.454
PLPPR3,4.04734,4.66496,4.78452,5.13179,5.43048,5.37257,4.56292,5.03658
PLPPR4,0.0365993,0.0355025,0.0346503,0.0492796,0.0213156,0.0938836,0,0.0491001
PLPPR5,0.0558646,0.0218112,0.0262769,0.012539,0.0130842,0.0383714,0.0245701,0.0361667
PLPPR5-AS1,0,0,0,0,0,0,0,0
PLRG1,68.0715,67.4558,69.885,65.2362,66.5666,67.917,63.3157,68.7163
PLS1,18.2359,19.1778,18.0316,19.8167,20.6787,16.8655,21.8714,20.963
PLS1-AS1,0,0,0,0,0,0,0,0
PLS3,138.98,138.874,140.553,147.411,159.48,143.233,165.452,165.42
PLS3-AS1,0.432011,0.724112,0.126587,0.278937,0.347961,0.458682,0.48075,0.598983
PLSCR1,15.9005,18.4377,20.3635,19.273,21.5079,19.8677,21.4954,21.0624
PLSCR2,0.0733016,0,0,0,0,0.239598,0,0
PLSCR3,8.55111,8.49795,8.10496,9.08737,8.82039,10.4957,9.67729,8.40043
PLSCR4,0.605447,0.50026,0.367189,0.872798,0.315576,0.583564,1.43018,0.995325
PLSCR5,0,0,0,0,0,0,0,0
PLTP,24.9618,23.7177,25.0887,22.0399,19.655,22.0679,23.3791,22.4806
PLUT,0,0.0164371,0.0213961,0,0,0.0207598,0,0
PLVAP,0,0,0,0,0,0.0229891,0.0204475,0
PLXDC1,0.75555,0.489088,0.553988,0.594917,0.751024,0.711765,1.73158,1.04928
PLXDC2,4.03569,3.93605,5.10692,4.4063,4.30115,4.10159,4.68682,5.68958
PLXNA1,7.1304,8.85721,7.60813,7.5585,8.44025,7.87876,9.97354,9.44679
PLXNA2,3.783,3.04324,3.04607,5.14248,3.88507,3.79415,3.39336,4.10568
PLXNA3,11.8622,10.5789,10.4277,12.1246,13.3426,8.89565,14.2744,14.3917
PLXNA4,0.17321,0.159113,0.364898,0.262241,0.112084,0.132838,0.128988,0.230568
PLXNB1,3.43221,4.69905,3.72437,2.75574,4.77699,3.29909,4.72587,2.49443
PLXNB2,25.5762,30.5314,20.8183,22.198,24.5699,25.372,33.1239,29.375
PLXNB3,2.81321,1.61609,0.0334382,0.0851181,0.440641,0.484496,1.68094,0.976852
PLXNB3-AS1,0.0578477,0,0.649402,0,0.124112,0,0,0
PLXNC1,0.705684,0.746954,0.300398,1.05229,0.51521,0.371561,0.367511,0.475766
PLXND1,16.6221,14.6937,15.0656,18.3619,20.1422,19.3489,20.436,20.0742
PM20D1,0.911339,0.827257,0.4055,0.178039,0.742276,0.419542,0.449741,0.308575
PM20D2,14.3455,15.5729,16.8306,17.6185,18.2035,16.046,18.728,19.7496
PMAIP1,57.6884,59.4724,59.6406,67.2066,66.7294,60.6163,81.1223,71.5213
PMCH,0,0,0,0,0,0,0,0
PMCHL1,0,0.0443063,0,0,0,0,0,0
PMCHL2,0,0.0463415,0,0,0,0,0,0
PMEL,3.17951,3.41916,2.79769,1.67884,1.46989,2.06749,2.90541,2.91256
PMEPA1,4.96936,5.67647,3.56661,4.41712,4.24949,4.85531,3.91984,5.06208
PMF1,93.1677,87.3497,92.9206,79.7646,90.6209,88.8665,87.3607,80.6401
PMF1-BGLAP,4.30319,3.96014,5.71673,4.88517,5.46519,5.21042,4.69176,4.14288
PMFBP1,0.929719,0.259574,0.265692,0.769855,0.334337,0.703987,0.659508,0.182273
PMIS2,0.083197,0,0,0.0866187,0,0,0,0
PML,15.9928,16.9973,17.7819,15.2077,15.7809,16.5988,17.0447,17.4888
PMM1,20.0704,21.2502,16.8194,18.0728,16.9651,18.1851,20.5665,19.7152
PMM2,17.0968,19.0337,14.3924,15.7523,19.2323,16.904,15.7392,18.2822
PMM2P2,0,0,0,0,0,0,0,0
PMP2,0,0,0,0,0.0413238,0,0,0
PMP22,7.65196,5.50412,6.43832,6.54119,7.73101,7.85704,8.65058,7.46034
PMPCA,91.9988,83.3567,89.8554,92.1829,88.7693,92.7681,85.4543,91.583
PMPCAP1,0,0,0,0,0,0,0,0
PMPCB,60.8618,59.0062,58.6393,61.7232,63.3237,63.6272,64.5739,65.6846
PMS1,13.9976,14.51,12.9356,13.9443,14.9064,13.8451,16.9156,16.0655
PMS2,10.8574,10.7563,10.2776,11.0303,11.3074,10.8359,11.5839,11.9557
PMS2CL,3.43153,4.56598,2.356,4.2098,3.5672,4.15682,4.74944,4.90376
PMS2P10,0,0,0,0,0.184398,0.680125,0.166085,0
PMS2P11,0,0,0,0,0,0,0,0
PMS2P1,19.1724,18.1756,0,0,0,19.4094,0,0
PMS2P12,0,0,20.6475,22.1106,21.3605,0,21.8379,23.0768
PMS2P13,1.14535,1.15893,0,0.120834,0.567412,0,0.262013,0
PMS2P14,0,0.368088,0,0,0,0.212003,0.28839,0
PMS2P2,0,0,0,0,0.117737,0,0,0.0592146
PMS2P3,4.26337,5.21647,2.59654,2.32666,3.03542,2.96076,4.9,4.90498
PMS2P4,3.70057,2.88516,2.72625,2.70024,3.89897,3.05756,3.16129,3.30946
PMS2P5,0.421602,1.22225,0.466175,1.35039,0.198019,0.688927,2.14829,0.195254
PMS2P6,3.30266,1.25149,2.22562,2.67344,1.45134,3.09497,3.18079,3.66889
PMS2P7,0.272682,0.23106,0.393117,0.322205,0.0669781,0.309507,0.880303,0.354135
PMS2P8,0,0,0,0,0.995007,0,0,0
PMS2P9,0,0,0,0,0.246676,0,0,0
PMVK,38.851,38.8372,33.4766,33.0975,32.1911,31.6155,34.3996,35.0249
PNCK,2.05201,2.59218,2.24155,2.43862,2.13519,2.12858,3.14797,3.16311
PNISR,27.5446,29.7293,21.6117,26.0485,39.6656,31.4512,50.1448,44.8511
PNKD,60.7643,58.5472,57.232,57.8695,54.844,59.6036,55.0141,49.9977
PNKDP1,0,0,0,0,0,0,0,0
PNKP,23.543,26.4486,22.3331,27.0957,26.9893,22.6851,29.1487,29.8822
PNLDC1,0.14354,0.0491897,0.0306359,0.162038,0.140402,0.0296141,0.210749,0.0776146
PNLIP,0,0,0,0,0,0,0,0
PNLIPP1,0,0,0,0,0,0,0,0.0841713
PNLIPRP1,0,0,0,0,0,0,0,0.123413
PNLIPRP2,0.0959678,0.175565,0,0,0.0359161,0,0.0660103,0
PNLIPRP3,0,0,0,0,0,0,0,0
PNMA1,25.1554,25.5913,31.4321,33.7429,28.3794,29.9654,29.1492,27.3904
PNMA2,6.35474,6.71602,7.17746,8.20592,7.24309,7.25673,8.23376,8.57149
PNMA3,0.0142676,0,0,0,0,0.0163181,0.0290297,0
PNMA5,0,0,0,0,0,0,0,0
PNMA6A,8.11306,7.82674,9.53235,9.8476,8.84593,9.37935,8.30046,7.32698
PNMA6B,0,0,0,0,0,0,0,0
PNMA6E,0,0,0.0828132,0,0,0.0200933,0,0.0396714
PNMA6F,0,0,0,0,0,0,0,0
PNMA8A,13.7732,15.6539,15.7701,16.33,16.898,15.8765,19.0141,17.5028
PNMA8B,0,0,0,0,0,0,0,0
PNMA8C,0.0418953,0.0945577,0.0270707,0.0119766,0.0123488,0.0397297,0.0471273,0.0105256
PNMT,0.109158,0.0603264,0.314655,0.275634,0.212724,0.074595,0.438797,0.653237
PNN,59.5823,62.0169,55.2977,57.5203,61.4957,67.9908,76.663,80.8838
PNO1,22.2798,22.5866,22.7652,20.278,24.3907,21.8038,23.8053,20.4801
PNOC,0,0,0.0608271,0,0.120081,0,0.0516541,0
PNP,88.9974,83.7482,84.5841,87.1352,88.0306,87.93,94.4156,88.7664
PNPLA1,0.031748,0.0597111,0,0,0.0685296,0.108746,0.0909193,0.0317839
PNPLA10P,0,0.0196666,0,0,0,0,0,0
PNPLA2,29.0869,31.185,30.2524,30.1115,26.5281,34.1609,32.7023,35.0673
PNPLA3,4.47523,5.42535,4.5005,5.07076,3.54349,3.86261,3.90414,6.13933
PNPLA4,11.6843,10.1707,9.88066,7.18275,6.74466,7.56187,8.02779,7.90753
PNPLA5,0,0,0.0550192,0,0.0389847,0.0205674,0.0187787,0
PNPLA6,13.589,15.3959,13.1311,12.9855,12.9945,14.8483,18.3369,15.9898
PNPLA7,0.130535,0.270913,0.209137,0.129712,0.150846,0.138019,0.210675,0.100179
PNPLA8,11.1481,10.6635,10.6051,10.032,10.7344,8.96408,10.9005,11.0164
PNPO,21.3103,22.5512,20.8853,21.5985,21.0586,21.827,22.4896,18.3826
PNPT1,23.1324,18.1178,18.0333,20.0029,22.3688,21.719,23.7074,25.0988
PNPT1P1,0.0198996,0,0,0,0,0,0,0
PNPT1P2,0,0,0,0,0,0,0,0
PNRC1,28.0979,27.0261,27.3121,28.6786,26.1441,21.7259,22.757,26.9832
PNRC1-DT,0,0.120171,0.157198,0.136353,0,0,0.256868,0.127093
PNRC2,59.7124,61.9235,70.5283,73.2476,72.5994,64.638,70.2565,72.6038
PNRC2P1,0,0,0,0,0,0,0,0
POC1A,26.7601,25.3657,23.883,22.1475,22.987,23.7222,25.0924,24.9598
POC1B,11.9178,12.7713,12.2229,13.6377,13.8352,12.9717,14.8071,13.2677
POC1B-AS1,0.216869,0.353273,0.511012,0.383161,0.328454,0.148495,0.220127,0.216159
POC1B-GALNT4,0.836507,0.272315,0.648293,0.999981,0.150937,1.0138,0.879075,0.539627
POC5,8.78665,10.7913,7.56076,7.40505,7.39935,8.42044,10.4882,10.0264
PODN,0.0254082,0,0,0,0,0.017216,0,0.118353
PODNL1,0.174082,0.530338,0.158191,0.368522,0.486061,0,0.249208,0.43344
PODXL,18.9448,21.8111,21.3115,20.759,37.8776,20.3597,36.6212,37.913
PODXL2,36.0319,34.7651,42.2229,41.7412,24.1054,38.4513,26.48,26.2565
POF1B,0.0115369,0,0,0.0119874,0,0,0,0.0115268
POFUT1,21.4413,23.7451,22.294,22.7218,25.6627,24.6603,24.204,24.5704
POFUT2,21.3838,18.3057,12.2188,14.4986,17.0747,17.6623,18.2027,22.1964
POGK,20.8301,22.0776,26.3375,26.6812,22.1065,23.8646,25.77,25.0778
POGLUT1,7.45903,7.92334,6.98668,7.54937,8.17326,7.18594,7.77986,8.80595
POGLUT2,9.87603,9.73321,10.853,11.5818,11.505,9.56703,10.4397,11.3294
POGLUT2P1,0,0,0,0,0,0,0,0
POGLUT3,20.9447,19.4739,22.6121,21.4746,23.6492,19.564,25.8716,22.1418
POGZ,33.3477,37.8343,29.9829,34.6791,30.8064,29.7665,36.4728,34.7274
POLA1,24.9527,26.4825,26.9421,26.5468,28.2399,26.1986,28.4093,28.9842
POLA2,44.9794,46.8382,54.9442,46.9743,57.0239,47.4235,53.3493,50.1626
POLB,27.3962,31.0353,36.1773,31.9958,29.5245,29.841,31.4661,32.0079
POLD1,50.799,58.3751,43.9358,43.0924,45.6125,48.4351,57.0562,58.789
POLD2,188.119,200.208,202.04,190.639,196.485,213.003,215.101,198.649
POLD2P1,0,0,0,0,0,0,0,0.0514401
POLD3,19.1296,18.7318,20.5386,25.1121,26.5558,22.3383,25.4406,21.7622
POLD4,10.2631,10.3619,4.57916,7.91278,6.68839,8.87324,9.36536,8.42084
POLDIP2,66.0257,64.4777,62.8951,65.5465,65.2924,67.0719,58.9467,59.5893
POLDIP3,49.3164,55.1955,47.9084,44.3381,52.0929,51.7123,57.4433,58.2982
POLE2,19.8711,18.5085,19.2845,20.3077,18.4385,16.8791,24.0104,17.4539
POLE3,27.5852,30.4089,28.964,27.5687,29.313,30.0953,33.7254,35.5471
POLE4,93.1364,84.1872,102.69,106.49,95.2316,91.1378,87.035,81.0231
POLE,57.523,56.8454,65.9091,63.3345,55.4817,53.8084,45.8476,56.2753
POLG,10.0411,11.5759,5.87367,10.1795,9.96882,8.43563,12.0171,11.5434
POLG2,33.2192,50.9548,45.4336,28.9936,49.321,32.9748,34.3424,51.9751
POLG-DT,0.228584,0.539754,0.270486,0.665541,0.313092,0.414423,0.690974,0.673022
POLH,17.1101,19.4176,9.1956,9.15423,11.7119,10.7474,14.6332,12.8411
POLH-AS1,0.0524284,0,0,0.054526,0,0,0,0
POLHP1,0,0,0,0,0,0,0,0
POLI,3.82904,4.49067,3.56019,3.89882,3.6853,4.06559,5.12457,6.75138
POLK,9.19965,8.13037,6.96963,9.0226,7.50022,8.14853,10.3258,10.1735
POLL,27.8565,32.9235,25.7617,31.0879,31.3024,31.3083,33.4808,30.6759
POLM,6.47962,6.39041,6.27928,4.50166,7.04903,6.45299,6.92501,7.05389
POLN,1.85837,1.52694,1.02822,1.20009,1.85322,1.24423,2.20214,2.50077
POLQ,5.57665,5.66924,4.5741,5.78158,5.12735,4.56686,6.84888,6.57248
POLR1A,15.28,14.7611,16.895,16.5893,16.8886,15.3577,15.049,14.7805
POLR1B,27.6577,37.0009,36.955,35.7863,34.5472,32.5749,35.2834,35.7996
POLR1C,32.8624,33.1275,34.5564,31.6861,33.5403,36.1177,39.0135,30.7925
POLR1D,191.066,210.966,235.607,238.86,215.742,201.184,221.746,210.434
POLR1E,37.9091,37.2499,36.7335,37.5896,33.4831,34.776,37.9446,35.1346
POLR1F,17.3764,19.108,20.267,25.1439,22.0641,19.0448,21.2652,20.7755
POLR1G,15.2163,16.8904,23.0961,18.8679,17.0459,19.6698,18.5433,14.7434
POLR1H,38.6907,37.8751,35.5663,33.2268,32.4052,30.5177,31.7653,31.3379
POLR2A,93.0489,107.378,79.7529,80.4187,87.2418,87.0691,112.731,104.089
POLR2B,52.0032,51.8877,54.0552,54.0923,54.9474,53.4005,66.9078,68.1511
POLR2C,57.083,55.2304,56.0338,53.0007,59.2883,55.6389,57.4046,60.9861
POLR2CP1,0,0,0,0,0,0,0,0
POLR2D,51.724,51.8855,48.8698,46.4108,55.1445,44.1686,49.698,50.2829
POLR2DP1,0,0,0,0,0,0,0,0
POLR2E,193.282,208.337,217.255,192.154,183.306,206.024,189.296,180.024
POLR2F,185.524,157.198,161.649,162.913,182.573,189.894,170.199,153.873
POLR2G,91.5874,94.6148,93.0088,99.2408,91.3373,93.0187,88.2612,86.8437
POLR2H,80.7868,83.561,89.4767,84.7049,84.4907,81.518,82.8098,85.5
POLR2I,153.402,148.714,155.526,157.179,144.473,152.739,145.898,147.171
POLR2J2,101.295,100.696,113.301,0.41069,101.74,100.641,0.585516,0.160838
POLR2J3,0.685976,0.699183,0.750423,211.007,0.450472,0.525107,253.195,254.819
POLR2J4,195.516,193.713,210.01,0.641934,228.356,233.944,0.82152,0.338043
POLR2J,0.799695,0.800939,1.07269,97.92,1.37068,0.71124,97.5265,92.0389
POLR2K,59.8129,58.1236,55.7508,56.0932,65.3571,60.4137,67.4142,69.2663
POLR2KP1,0,0,1.54553,1.27433,2.26001,0,1.03606,0
POLR2L,129.008,122.647,156.615,140.951,145.262,166.355,135.552,127.364
POLR2M,15.7497,14.7632,15.8119,20.3133,16.6928,23.3999,17.6832,17.5664
POLR2MP1,0.0503018,0.0448218,0,0,0.111833,0,0.0527061,0
POLR3A,19.1478,19.9572,19.8108,18.5818,20.0352,18.6934,20.2035,20.7127
POLR3B,12.029,12.2376,14.5527,13.5767,11.7892,13.7159,12.2457,12.5809
POLR3C,23.1381,25.718,25.0143,21.7875,23.7657,23.7838,25.8055,23.7812
POLR3D,36.5784,34.443,33.8486,35.4527,37.9575,33.5399,41.253,40.8941
POLR3DP1,0,0,0,0,0,0,0,0
POLR3E,51.9061,65.1173,60.5129,56.9442,67.5105,62.7812,67.2465,72.6613
POLR3F,11.5087,12.0674,12.1184,11.6645,11.3579,11.6712,12.4796,13.6333
POLR3G,13.7994,16.8816,16.9209,15.7315,16.1937,15.0274,17.5446,18.1263
POLR3GL,25.5909,30.6974,22.8417,25.968,25.687,24.2401,27.6594,28.5447
POLR3GP1,0,0,0,0,0,0,0,0
POLR3GP2,0,0,0,0,0,0,0,0
POLR3H,30.2006,37.7408,36.4263,31.5457,30.6095,31.6993,33.4926,32.6789
POLR3K,51.528,57.1091,59.9591,57.9616,54.6401,54.3091,52.7423,54.9742
POLR3KP2,0,0,0,0,0,0,0,0
POLRMT,46.104,45.4414,37.159,41.3847,38.9062,45.4249,44.2711,46.513
POLRMTP1,0.0124111,0,0.0145486,0,0,0,0,0
POM121,36.6575,41.5314,37.2688,36.8062,41.8577,41.9355,45.3202,42.3234
POM121B,0.687831,1.05068,0.642045,0.445214,0.78265,0.693874,0.975742,0.533132
POM121C,44.3545,47.3858,50.5785,46.0939,49.1398,55.2378,56.7558,52.8428
POM121L10P,0,0,0,0,0,0,0,0
POM121L14P,0,0,0,0,0,0.0350846,0,0
POM121L1P,0,0,0,0,0,0,0,0
POM121L2,0.194334,0.268571,0.79681,0.465344,0.488803,0.327134,0.512144,0.319808
POM121L4P,0,0,0,0,0,0,0,0
POM121L6P,0,0,0,0,0,0,0,0
POM121L7P,0,0,0,0,0,0,0,0
POM121L8P,0,0,0,0,0,0,0,0
